transaction_id,payment_id,settlement_id,amount,currency,timestamp,ledger_status,ledger_entry_id,posted_at,reconciliation_batch
TXN-000377,PAY-000377-602,SET-20260816-310010,937.30,INR,2026-08-16T12:29:55,POSTED,LED-89447912,2026-08-16T22:28:38,RB-20260816
TXN-000378,PAY-000378-424,SET-20260805-374518,1715.04,INR,2026-08-05T22:13:44,POSTED,LED-21681415,2026-08-06T06:23:18,RB-20260806
TXN-000379,PAY-000379-903,SET-20260819-972477,2118.95,INR,2026-08-19T20:19:18,POSTED,LED-25800842,2026-08-20T00:27:07,RB-20260820
TXN-000379,PAY-000379-903,SET-20260819-972477,2118.95,INR,2026-08-19T20:19:18,DUPLICATE_HOLD,LED-48073667,2026-08-20T00:47:07,RB-20260820
TXN-000380,PAY-000380-473,SET-20260829-239669,1070.04,INR,2026-08-29T05:08:27,POSTED,LED-86874366,2026-08-29T17:11:18,RB-20260829
TXN-000382,PAY-000382-851,SET-20260821-416265,103.04,INR,2026-08-21T02:12:05,POSTED,LED-82098027,2026-08-21T16:13:06,RB-20260821
TXN-000383,PAY-000383-536,SET-20260816-169571,930.57,INR,2026-08-16T03:32:02,POSTED,LED-76165622,2026-08-16T10:16:16,RB-20260816
TXN-000384,PAY-000384-985,SET-20260813-240387,591.54,INR,2026-08-13T13:41:21,POSTED,LED-61176670,2026-08-13T21:54:26,RB-20260813
TXN-000385,PAY-000385-927,SET-20260830-270030,754.43,INR,2026-08-30T21:13:25,POSTED,LED-94446948,2026-08-31T03:21:59,RB-20260831
TXN-000386,PAY-000386-141,SET-20260810-362046,1094.53,INR,2026-08-10T11:03:04,POSTED,LED-95042506,2026-08-10T22:44:37,RB-20260810
TXN-000388,PAY-000388-440,SET-20260808-487664,1941.96,INR,2026-08-08T02:34:20,POSTED,LED-53216050,2026-08-08T15:38:04,RB-20260808
TXN-000389,PAY-000389-875,SET-20260817-239881,1465.72,INR,2026-08-17T16:55:28,POSTED,LED-21643538,2026-08-18T04:45:26,RB-20260818
TXN-000390,PAY-000390-411,SET-20260830-912161,73.60,INR,2026-08-30T04:23:07,POSTED,LED-83379558,2026-08-30T16:14:21,RB-20260830
TXN-000391,PAY-000391-794,SET-20260812-290938,980.28,INR,2026-08-12T22:53:01,POSTED,LED-49516258,2026-08-13T05:04:30,RB-20260813
TXN-000391,PAY-000391-794,SET-20260812-290938,980.28,INR,2026-08-12T22:53:01,DUPLICATE_HOLD,LED-55416532,2026-08-13T05:26:30,RB-20260813
TXN-000392,PAY-000392-685,SET-20260809-190938,2271.81,INR,2026-08-09T05:26:06,POSTED,LED-78566409,2026-08-09T19:07:00,RB-20260809
TXN-000393,PAY-000393-510,SET-20260822-187034,2278.03,INR,2026-08-22T23:06:42,ACCRUED,LED-54906885,2026-08-23T21:06:42,RB-20260823
TXN-000394,PAY-000394-135,SET-20260810-583519,561.61,INR,2026-08-10T07:18:34,POSTED,LED-90662066,2026-08-10T12:28:10,RB-20260810
TXN-000395,PAY-000395-283,SET-20260805-219474,1119.40,INR,2026-08-05T10:18:12,POSTED,LED-42797743,2026-08-06T00:05:27,RB-20260806
TXN-000396,PAY-000396-438,SET-20260805-447295,1753.99,INR,2026-08-05T20:23:08,POSTED,LED-28278740,2026-08-06T07:19:20,RB-20260806
TXN-000397,PAY-000397-799,SET-20260821-501804,2145.23,INR,2026-08-21T00:43:53,ACCRUED,LED-60281393,2026-08-21T18:43:53,RB-20260821
TXN-000398,PAY-000398-899,SET-20260821-580392,2090.00,INR,2026-08-21T15:09:06,POSTED,LED-89892118,2026-08-21T22:10:09,RB-20260821
TXN-000399,PAY-000399-120,SET-20260901-690414,44.76,INR,2026-09-01T03:56:32,POSTED,LED-10376835,2026-09-01T15:15:07,RB-20260901
TXN-000401,PAY-000401-714,SET-20260823-635953,2081.58,INR,2026-08-23T19:50:30,POSTED,LED-96435039,2026-08-24T09:48:33,RB-20260824
TXN-000402,PAY-000402-315,SET-20260802-739480,432.21,INR,2026-08-02T15:25:53,POSTED,LED-83645458,2026-08-02T19:56:48,RB-20260802
TXN-000402,PAY-000402-315,SET-20260802-739480,432.21,INR,2026-08-02T15:25:53,DUPLICATE_HOLD,LED-63981101,2026-08-02T20:54:48,RB-20260802
TXN-000403,PAY-000403-931,SET-20260831-186999,2350.03,INR,2026-08-31T17:54:34,POSTED,LED-35516270,2026-09-01T01:40:28,RB-20260901
TXN-000404,PAY-000404-376,SET-20260810-775334,172.88,INR,2026-08-10T13:10:01,ACCRUED,LED-13756076,2026-08-11T12:10:01,RB-20260811
TXN-000405,PAY-000405-436,SET-20260820-742633,2065.40,INR,2026-08-20T06:07:20,POSTED,LED-69895103,2026-08-20T18:44:10,RB-20260820
TXN-000406,PAY-000406-467,SET-20260823-130784,631.64,INR,2026-08-23T15:55:55,POSTED,LED-43096088,2026-08-24T06:47:08,RB-20260824
TXN-000407,PAY-000407-931,SET-20260829-528754,1511.11,INR,2026-08-29T20:24:51,ACCRUED,LED-54568834,2026-08-30T18:24:51,RB-20260830
TXN-000408,PAY-000408-641,SET-20260814-613368,57.99,INR,2026-08-14T23:22:59,POSTED,LED-61028827,2026-08-15T02:26:56,RB-20260815
TXN-000409,PAY-000409-688,SET-20260813-236305,1178.08,INR,2026-08-13T14:01:03,POSTED,LED-13230721,2026-08-13T23:20:17,RB-20260813
TXN-000410,PAY-000410-587,SET-20260805-274379,975.38,INR,2026-08-05T15:46:31,POSTED,LED-82010793,2026-08-06T02:59:20,RB-20260806
TXN-000411,PAY-000411-276,SET-20260810-153621,2209.52,INR,2026-08-10T08:19:21,POSTED,LED-43458133,2026-08-10T21:41:07,RB-20260810
TXN-000412,PAY-000412-781,SET-20260824-859276,1141.50,INR,2026-08-24T12:19:02,POSTED,LED-18595867,2026-08-24T17:00:58,RB-20260824
TXN-000413,PAY-000413-687,SET-20260822-339380,1813.19,INR,2026-08-22T19:33:32,POSTED,LED-28638445,2026-08-23T01:07:36,RB-20260823
TXN-000414,PAY-000414-833,SET-20260821-707344,2495.35,INR,2026-08-21T07:05:31,POSTED,LED-29866785,2026-08-21T15:18:21,RB-20260821
TXN-000415,PAY-000415-102,SET-20260820-282665,759.17,INR,2026-08-20T06:17:48,POSTED,LED-94055458,2026-08-20T17:19:08,RB-20260820
TXN-000416,PAY-000416-643,SET-20260824-376067,2319.34,INR,2026-08-24T06:23:53,SUSPENSE,LED-64020758,2026-08-24T20:51:27,RB-20260824
TXN-000417,PAY-000417-829,SET-20260828-105066,1716.65,INR,2026-08-28T15:58:46,POSTED,LED-71037400,2026-08-29T05:19:03,RB-20260829
TXN-000418,PAY-000418-541,SET-20260829-526580,28.42,INR,2026-08-29T05:00:57,POSTED,LED-31619658,2026-08-29T13:32:39,RB-20260829
TXN-000419,PAY-000419-357,SET-20260816-693712,322.50,INR,2026-08-16T00:25:57,POSTED,LED-29614830,2026-08-16T12:58:47,RB-20260816
TXN-000420,PAY-000420-599,SET-20260810-438129,641.59,INR,2026-08-10T10:10:28,POSTED,LED-88430746,2026-08-10T16:55:05,RB-20260810
TXN-000421,PAY-000421-434,SET-20260822-945172,2407.98,INR,2026-08-22T07:05:52,POSTED,LED-57940364,2026-08-22T13:15:56,RB-20260822
TXN-000422,PAY-000422-519,SET-20260808-550396,1178.99,INR,2026-08-08T08:53:41,ACCRUED,LED-11955569,2026-08-08T23:53:41,RB-20260808
TXN-000423,PAY-000423-467,SET-20260802-616426,1289.78,INR,2026-08-02T11:38:26,POSTED,LED-90317173,2026-08-02T14:53:29,RB-20260802
TXN-000423,PAY-000423-467,SET-20260802-616426,1289.78,INR,2026-08-02T11:38:26,DUPLICATE_HOLD,LED-46165346,2026-08-02T14:59:29,RB-20260802
TXN-000424,PAY-000424-544,SET-20260814-298159,1766.89,INR,2026-08-14T00:29:18,POSTED,LED-66177593,2026-08-14T09:16:46,RB-20260814
TXN-000425,PAY-000425-945,SET-20260817-821874,1542.28,INR,2026-08-17T13:20:26,POSTED,LED-84942940,2026-08-17T19:46:31,RB-20260817
TXN-000426,PAY-000426-628,SET-20260805-554905,267.98,INR,2026-08-05T00:37:05,POSTED,LED-34089393,2026-08-05T06:53:22,RB-20260805
TXN-000427,PAY-000427-888,SET-20260814-472218,64.91,INR,2026-08-14T10:27:14,POSTED,LED-13055074,2026-08-14T22:49:45,RB-20260814
TXN-000428,PAY-000428-801,SET-20260807-730092,1369.37,INR,2026-08-07T09:06:24,POSTED,LED-55521422,2026-08-07T14:25:04,RB-20260807
TXN-000429,PAY-000429-117,SET-20260822-439197,1922.47,INR,2026-08-22T20:24:25,POSTED,LED-14128529,2026-08-23T09:44:58,RB-20260823
TXN-000430,PAY-000430-840,SET-20260806-483485,2482.35,INR,2026-08-06T11:52:19,POSTED,LED-21081045,2026-08-06T22:20:21,RB-20260806
TXN-000431,PAY-000431-395,SET-20260817-821771,303.12,INR,2026-08-17T04:32:38,POSTED,LED-45801418,2026-08-17T08:39:56,RB-20260817
TXN-000433,PAY-000433-267,SET-20260828-794841,18.31,INR,2026-08-28T17:05:05,POSTED,LED-67525622,2026-08-28T21:05:08,RB-20260828
TXN-000434,PAY-000434-764,SET-20260830-802124,1900.52,INR,2026-08-30T04:24:54,POSTED,LED-22262313,2026-08-30T15:42:25,RB-20260830
TXN-000435,PAY-000435-931,SET-20260802-910187,1528.82,INR,2026-08-02T11:39:24,ACCRUED,LED-88395694,2026-08-03T07:39:24,RB-20260803
TXN-000436,PAY-000436-809,SET-20260809-635604,1058.70,INR,2026-08-09T05:41:49,POSTED,LED-67333695,2026-08-09T11:46:51,RB-20260809
TXN-000437,PAY-000437-161,SET-20260901-875455,2417.33,INR,2026-09-01T02:16:12,POSTED,LED-48144622,2026-09-01T11:31:45,RB-20260901
TXN-000438,PAY-000438-310,SET-20260821-735432,485.11,INR,2026-08-21T00:44:05,POSTED,LED-31559705,2026-08-21T08:22:56,RB-20260821
TXN-000439,PAY-000439-179,SET-20260818-223922,491.25,INR,2026-08-18T03:45:51,POSTED,LED-92746982,2026-08-18T17:37:18,RB-20260818
TXN-000440,PAY-000440-758,SET-20260831-802865,1757.64,INR,2026-08-31T12:46:51,POSTED,LED-75694692,2026-08-31T19:59:29,RB-20260831
TXN-000441,PAY-000441-715,SET-20260818-273582,285.91,INR,2026-08-18T16:10:02,ACCRUED,LED-87583560,2026-08-19T07:10:02,RB-20260819
TXN-000442,PAY-000442-676,SET-20260811-520704,732.05,INR,2026-08-11T17:34:44,POSTED,LED-65052488,2026-08-12T04:01:46,RB-20260812
TXN-000443,PAY-000443-815,SET-20260812-184099,2279.84,INR,2026-08-12T16:23:31,POSTED,LED-60173038,2026-08-13T03:18:48,RB-20260813
TXN-000444,PAY-000444-927,SET-20260816-997248,1241.87,INR,2026-08-16T01:53:11,POSTED,LED-90336152,2026-08-16T11:41:29,RB-20260816
TXN-000444,PAY-000444-927,SET-20260816-997248,1241.87,INR,2026-08-16T01:53:11,DUPLICATE_HOLD,LED-11702112,2026-08-16T12:40:29,RB-20260816
TXN-000445,PAY-000445-541,SET-20260809-519092,755.61,INR,2026-08-09T21:42:03,POSTED,LED-11969888,2026-08-10T00:44:59,RB-20260810
TXN-000446,PAY-000446-928,SET-20260812-531138,1227.37,INR,2026-08-12T10:55:26,POSTED,LED-48619957,2026-08-12T17:52:33,RB-20260812
TXN-000447,PAY-000447-764,SET-20260901-563301,1667.10,INR,2026-09-01T02:39:17,POSTED,LED-26065102,2026-09-01T06:57:24,RB-20260901
TXN-000448,PAY-000448-325,SET-20260811-721050,1089.82,INR,2026-08-11T12:33:44,POSTED,LED-67210503,2026-08-11T21:28:07,RB-20260811
TXN-000448,PAY-000448-325,SET-20260811-721050,1089.82,INR,2026-08-11T12:33:44,DUPLICATE_HOLD,LED-23396179,2026-08-11T22:15:07,RB-20260811
TXN-000449,PAY-000449-515,SET-20260808-101019,773.00,INR,2026-08-08T09:22:46,POSTED,LED-57616381,2026-08-09T01:36:36,RB-20260809
TXN-000450,PAY-000450-597,SET-20260809-480116,972.16,INR,2026-08-09T07:24:29,ACCRUED,LED-23737798,2026-08-10T02:24:29,RB-20260810
TXN-000451,PAY-000451-487,SET-20260819-835888,1980.52,INR,2026-08-19T19:35:17,POSTED,LED-74576920,2026-08-20T05:30:37,RB-20260820
TXN-000452,PAY-000452-591,SET-20260820-756209,2082.24,INR,2026-08-20T21:20:07,POSTED,LED-18295821,2026-08-21T06:15:52,RB-20260821
TXN-000453,PAY-000453-368,SET-20260829-596524,618.62,INR,2026-08-29T14:34:21,POSTED,LED-48653441,2026-08-30T01:57:37,RB-20260830
TXN-000455,PAY-000455-849,SET-20260818-334238,144.29,INR,2026-08-18T09:25:40,POSTED,LED-12215436,2026-08-18T22:12:09,RB-20260818
TXN-000456,PAY-000456-156,SET-20260817-527431,1706.40,INR,2026-08-17T20:07:13,POSTED,LED-21367523,2026-08-18T02:41:03,RB-20260818
TXN-000457,PAY-000457-718,SET-20260814-419421,2374.86,INR,2026-08-14T19:58:12,POSTED,LED-30524205,2026-08-15T02:47:59,RB-20260815
TXN-000458,PAY-000458-399,SET-20260806-461087,72.61,INR,2026-08-06T12:21:20,ACCRUED,LED-42782211,2026-08-07T03:21:20,RB-20260807
TXN-000459,PAY-000459-810,SET-20260810-442780,693.69,INR,2026-08-10T08:45:45,POSTED,LED-15056973,2026-08-10T15:00:20,RB-20260810
TXN-000460,PAY-000460-113,SET-20260822-488309,2370.78,INR,2026-08-22T09:08:34,POSTED,LED-49829053,2026-08-22T20:25:37,RB-20260822
TXN-000461,PAY-000461-658,SET-20260820-961925,1104.58,INR,2026-08-20T22:22:32,POSTED,LED-25906825,2026-08-21T07:04:10,RB-20260821
TXN-000462,PAY-000462-467,SET-20260831-956752,1574.07,INR,2026-08-31T08:01:43,POSTED,LED-25060436,2026-08-31T14:43:25,RB-20260831
TXN-000463,PAY-000463-105,SET-20260810-508185,2273.17,INR,2026-08-10T14:41:47,POSTED,LED-80786083,2026-08-10T23:55:28,RB-20260810
TXN-000464,PAY-000464-274,SET-20260805-442338,518.06,INR,2026-08-05T19:27:22,POSTED,LED-32556601,2026-08-06T00:55:31,RB-20260806
TXN-000465,PAY-000465-539,SET-20260812-693512,1932.23,INR,2026-08-12T23:35:35,POSTED,LED-82037723,2026-08-13T07:22:06,RB-20260813
TXN-000466,PAY-000466-548,SET-20260828-813007,495.24,INR,2026-08-28T06:15:51,POSTED,LED-86453570,2026-08-28T16:31:02,RB-20260828
TXN-000467,PAY-000467-102,SET-20260808-325618,1045.10,INR,2026-08-08T18:35:52,POSTED,LED-97091920,2026-08-09T07:46:30,RB-20260809
TXN-000468,PAY-000468-124,SET-20260806-645398,1939.77,INR,2026-08-06T11:23:39,POSTED,LED-20082771,2026-08-07T03:58:09,RB-20260807
TXN-000469,PAY-000469-513,SET-20260812-487631,123.18,INR,2026-08-12T06:55:21,POSTED,LED-29321589,2026-08-12T17:44:48,RB-20260812
TXN-000470,PAY-000470-207,SET-20260901-173758,2395.89,INR,2026-09-01T04:22:25,POSTED,LED-79976647,2026-09-01T15:33:28,RB-20260901
TXN-000471,PAY-000471-583,SET-20260808-497298,973.35,INR,2026-08-08T07:17:35,POSTED,LED-53484748,2026-08-08T14:29:05,RB-20260808
TXN-000472,PAY-000472-990,SET-20260813-623805,1505.18,INR,2026-08-13T22:15:42,POSTED,LED-22235321,2026-08-14T06:27:23,RB-20260814
TXN-000473,PAY-000473-380,SET-20260814-323615,2406.84,INR,2026-08-14T06:19:00,SUSPENSE,LED-57038328,2026-08-14T15:24:41,RB-20260814
TXN-000474,PAY-000474-458,SET-20260825-544825,83.50,INR,2026-08-25T20:24:53,POSTED,LED-22695168,2026-08-26T04:18:04,RB-20260826
TXN-000476,PAY-000476-340,SET-20260802-138180,2151.89,INR,2026-08-02T01:40:57,POSTED,LED-57822854,2026-08-02T11:40:39,RB-20260802
TXN-000477,PAY-000477-248,SET-20260811-717631,1969.45,INR,2026-08-11T19:17:22,ACCRUED,LED-98277470,2026-08-12T10:17:22,RB-20260812
TXN-000478,PAY-000478-547,SET-20260821-325004,83.44,INR,2026-08-21T17:38:34,POSTED,LED-60726260,2026-08-22T00:13:37,RB-20260822
TXN-000479,PAY-000479-165,SET-20260815-347630,346.43,INR,2026-08-15T21:04:41,ACCRUED,LED-93022613,2026-08-16T16:04:41,RB-20260816
TXN-000480,PAY-000480-360,SET-20260817-938886,849.91,INR,2026-08-17T18:47:05,POSTED,LED-22694935,2026-08-18T10:54:43,RB-20260818
TXN-000481,PAY-000481-616,SET-20260815-344428,1337.55,INR,2026-08-15T09:21:27,POSTED,LED-76379464,2026-08-15T22:29:21,RB-20260815
TXN-000482,PAY-000482-420,SET-20260812-123352,989.98,INR,2026-08-12T09:16:41,POSTED,LED-97834852,2026-08-12T22:31:39,RB-20260812
TXN-000482,PAY-000482-420,SET-20260812-123352,989.98,INR,2026-08-12T09:16:41,DUPLICATE_HOLD,LED-62678493,2026-08-12T23:08:39,RB-20260812
TXN-000484,PAY-000484-879,SET-20260803-775950,208.84,INR,2026-08-03T02:04:51,POSTED,LED-85650482,2026-08-03T12:44:35,RB-20260803
TXN-000486,PAY-000486-969,SET-20260817-527998,1584.83,INR,2026-08-17T19:07:24,POSTED,LED-74951995,2026-08-18T09:11:00,RB-20260818
TXN-000487,PAY-000487-254,SET-20260831-150993,1537.68,INR,2026-08-31T19:40:29,POSTED,LED-73389265,2026-09-01T12:10:49,RB-20260901
TXN-000488,PAY-000488-933,SET-20260830-408939,2315.25,INR,2026-08-30T03:48:43,POSTED,LED-87934011,2026-08-30T15:36:18,RB-20260830
TXN-000489,PAY-000489-210,SET-20260811-169287,1544.35,INR,2026-08-11T02:14:07,POSTED,LED-30290119,2026-08-11T09:41:42,RB-20260811
TXN-000490,PAY-000490-679,SET-20260816-540023,2319.86,INR,2026-08-16T19:42:00,POSTED,LED-10182464,2026-08-17T07:46:52,RB-20260817
TXN-000491,PAY-000491-223,SET-20260819-794235,2373.32,INR,2026-08-19T17:21:44,POSTED,LED-81634647,2026-08-20T01:44:09,RB-20260820
TXN-000492,PAY-000492-294,SET-20260819-434404,1086.23,INR,2026-08-19T02:21:31,POSTED,LED-59114615,2026-08-19T06:13:51,RB-20260819
TXN-000493,PAY-000493-210,SET-20260816-891785,1168.51,INR,2026-08-16T01:47:22,POSTED,LED-97946751,2026-08-16T09:30:28,RB-20260816
TXN-000494,PAY-000494-436,SET-20260810-825567,1970.16,INR,2026-08-10T13:10:38,POSTED,LED-23111229,2026-08-11T02:44:25,RB-20260811
TXN-000495,PAY-000495-741,SET-20260814-177217,453.62,INR,2026-08-14T03:13:26,ACCRUED,LED-82723474,2026-08-14T13:13:26,RB-20260814
TXN-000496,PAY-000496-787,SET-20260806-630685,2229.34,INR,2026-08-06T00:36:37,POSTED,LED-25644750,2026-08-06T08:44:17,RB-20260806
TXN-000497,PAY-000497-623,SET-20260804-528593,273.37,INR,2026-08-04T16:46:34,POSTED,LED-37221049,2026-08-04T23:18:43,RB-20260804
TXN-000498,PAY-000498-722,SET-20260815-714492,1231.12,INR,2026-08-15T16:17:46,POSTED,LED-83935533,2026-08-16T00:33:18,RB-20260816
TXN-000500,PAY-000500-359,SET-20260817-170000,1454.85,INR,2026-08-17T18:35:50,POSTED,LED-76395540,2026-08-18T00:30:06,RB-20260818
TXN-000501,PAY-000501-112,SET-20260819-765906,1003.95,INR,2026-08-19T16:24:12,POSTED,LED-29261103,2026-08-19T20:33:09,RB-20260819
TXN-000502,PAY-000502-796,SET-20260823-650570,209.72,INR,2026-08-23T07:19:41,POSTED,LED-17367907,2026-08-23T18:23:15,RB-20260823
TXN-000503,PAY-000503-774,SET-20260830-812799,777.50,INR,2026-08-30T12:23:12,POSTED,LED-43387330,2026-08-30T16:07:03,RB-20260830
TXN-000504,PAY-000504-533,SET-20260822-383767,2497.63,INR,2026-08-22T14:06:58,POSTED,LED-65279474,2026-08-22T22:09:20,RB-20260822
TXN-000505,PAY-000505-526,SET-20260801-931320,1602.61,INR,2026-08-01T22:09:23,POSTED,LED-16671344,2026-08-02T11:54:43,RB-20260802
TXN-000506,PAY-000506-807,SET-20260808-613005,182.96,INR,2026-08-08T22:54:21,POSTED,LED-80240170,2026-08-09T13:17:56,RB-20260809
TXN-000507,PAY-000507-102,SET-20260828-674656,2022.25,INR,2026-08-28T23:50:36,POSTED,LED-20409731,2026-08-29T08:21:32,RB-20260829
TXN-000507,PAY-000507-102,SET-20260828-674656,2022.25,INR,2026-08-28T23:50:36,DUPLICATE_HOLD,LED-55936982,2026-08-29T09:10:32,RB-20260829
TXN-000508,PAY-000508-644,SET-20260819-697212,2469.68,INR,2026-08-19T15:15:58,POSTED,LED-73656069,2026-08-19T21:29:07,RB-20260819
TXN-000509,PAY-000509-121,SET-20260806-212159,764.61,INR,2026-08-06T08:22:03,POSTED,LED-54214171,2026-08-06T14:31:00,RB-20260806
TXN-000510,PAY-000510-505,SET-20260815-521636,400.72,INR,2026-08-15T18:19:29,POSTED,LED-38947715,2026-08-16T01:54:40,RB-20260816
TXN-000511,PAY-000511-626,SET-20260803-877700,1785.37,INR,2026-08-03T22:22:48,ACCRUED,LED-84164105,2026-08-04T04:22:48,RB-20260804
TXN-000512,PAY-000512-347,SET-20260809-283720,1918.21,INR,2026-08-09T22:03:39,POSTED,LED-28600195,2026-08-10T10:15:55,RB-20260810
TXN-000513,PAY-000513-836,SET-20260823-290244,282.30,INR,2026-08-23T03:02:20,POSTED,LED-21171518,2026-08-23T11:54:52,RB-20260823
TXN-000514,PAY-000514-241,SET-20260823-159361,2465.30,INR,2026-08-23T08:24:17,POSTED,LED-29967277,2026-08-23T17:07:14,RB-20260823
TXN-000515,PAY-000515-730,SET-20260816-370248,1816.56,INR,2026-08-16T05:51:28,POSTED,LED-70785673,2026-08-16T15:05:21,RB-20260816
TXN-000516,PAY-000516-235,SET-20260822-881548,428.67,INR,2026-08-22T06:39:05,POSTED,LED-88142057,2026-08-22T12:04:52,RB-20260822
TXN-000517,PAY-000517-737,SET-20260813-524886,2434.40,INR,2026-08-13T19:38:06,POSTED,LED-71321107,2026-08-14T10:37:58,RB-20260814
TXN-000518,PAY-000518-639,SET-20260818-852618,2147.98,INR,2026-08-18T08:22:04,POSTED,LED-33773975,2026-08-18T13:17:46,RB-20260818
TXN-000519,PAY-000519-544,SET-20260814-166525,1024.26,INR,2026-08-14T14:56:44,POSTED,LED-82193470,2026-08-14T17:55:40,RB-20260814
TXN-000520,PAY-000520-104,SET-20260831-446691,2094.10,INR,2026-08-31T09:14:17,POSTED,LED-48989046,2026-08-31T17:56:27,RB-20260831
TXN-000521,PAY-000521-491,SET-20260818-909950,725.30,INR,2026-08-18T12:46:42,POSTED,LED-60879076,2026-08-18T20:22:14,RB-20260818
TXN-000522,PAY-000522-846,SET-20260815-626022,2151.27,INR,2026-08-15T20:32:18,POSTED,LED-13792852,2026-08-16T07:23:42,RB-20260816
TXN-000523,PAY-000523-370,SET-20260802-118575,1518.20,INR,2026-08-02T02:14:09,POSTED,LED-77181431,2026-08-02T10:42:14,RB-20260802
TXN-000524,PAY-000524-641,SET-20260814-165814,1042.95,INR,2026-08-14T18:48:41,POSTED,LED-77105513,2026-08-15T00:46:04,RB-20260815
TXN-000525,PAY-000525-372,SET-20260830-198310,2377.31,INR,2026-08-30T10:20:20,POSTED,LED-25927087,2026-08-30T22:36:28,RB-20260830
TXN-000526,PAY-000526-605,SET-20260827-366395,319.43,INR,2026-08-27T13:03:04,POSTED,LED-53742744,2026-08-28T00:08:23,RB-20260828
TXN-000527,PAY-000527-212,SET-20260802-957645,918.34,INR,2026-08-02T14:38:00,POSTED,LED-32876821,2026-08-03T02:28:59,RB-20260803
TXN-000528,PAY-000528-997,SET-20260809-284187,1329.35,INR,2026-08-09T11:39:36,POSTED,LED-11100787,2026-08-10T01:42:53,RB-20260810
TXN-000529,PAY-000529-431,SET-20260814-230904,2313.73,INR,2026-08-14T23:40:56,POSTED,LED-52552646,2026-08-15T09:29:12,RB-20260815
TXN-000530,PAY-000530-704,SET-20260811-788603,500.08,INR,2026-08-11T13:49:23,POSTED,LED-84607029,2026-08-11T21:17:31,RB-20260811
TXN-000531,PAY-000531-538,SET-20260811-158778,2074.80,INR,2026-08-11T13:59:10,POSTED,LED-63532060,2026-08-12T04:42:21,RB-20260812
TXN-000532,PAY-000532-263,SET-20260806-597542,2087.62,INR,2026-08-06T01:06:01,POSTED,LED-82307493,2026-08-06T04:43:01,RB-20260806
TXN-000533,PAY-000533-344,SET-20260831-674537,1166.77,INR,2026-08-31T21:09:18,ACCRUED,LED-25571780,2026-09-01T08:09:18,RB-20260901
TXN-000534,PAY-000534-308,SET-20260807-509938,1039.77,INR,2026-08-07T00:49:27,POSTED,LED-65041276,2026-08-07T15:29:41,RB-20260807
TXN-000535,PAY-000535-866,SET-20260830-771398,873.28,INR,2026-08-30T08:07:57,POSTED,LED-10320626,2026-08-30T14:02:19,RB-20260830
TXN-000536,PAY-000536-100,SET-20260807-576930,754.36,INR,2026-08-07T22:42:05,POSTED,LED-69091375,2026-08-08T07:39:50,RB-20260808
TXN-000537,PAY-000537-635,SET-20260814-105857,2226.79,INR,2026-08-14T16:50:51,ACCRUED,LED-98021595,2026-08-15T05:50:51,RB-20260815
TXN-000538,PAY-000538-148,SET-20260801-611347,2056.04,INR,2026-08-01T22:55:14,POSTED,LED-96572058,2026-08-02T09:22:23,RB-20260802
TXN-000539,PAY-000539-598,SET-20260809-423414,1180.14,INR,2026-08-09T21:28:38,POSTED,LED-49655122,2026-08-10T02:30:13,RB-20260810
TXN-000540,PAY-000540-362,SET-20260803-880493,347.66,INR,2026-08-03T17:36:34,POSTED,LED-89145224,2026-08-04T01:34:38,RB-20260804
TXN-000541,PAY-000541-572,SET-20260825-952741,2103.37,INR,2026-08-25T08:13:59,POSTED,LED-91031440,2026-08-25T23:18:52,RB-20260825
TXN-000542,PAY-000542-479,SET-20260901-958275,56.66,INR,2026-09-01T00:30:19,POSTED,LED-13788440,2026-09-01T15:05:23,RB-20260901
TXN-000543,PAY-000543-868,SET-20260811-632437,781.16,INR,2026-08-11T19:09:10,POSTED,LED-83671808,2026-08-12T03:16:22,RB-20260812
TXN-000544,PAY-000544-757,SET-20260811-561981,208.06,INR,2026-08-11T11:23:22,POSTED,LED-14049545,2026-08-11T16:27:24,RB-20260811
TXN-000545,PAY-000545-429,SET-20260811-580418,331.62,INR,2026-08-11T07:12:10,ACCRUED,LED-98373065,2026-08-11T16:12:10,RB-20260811
TXN-000547,PAY-000547-126,SET-20260812-103981,445.89,INR,2026-08-12T15:12:27,POSTED,LED-85692068,2026-08-12T22:56:32,RB-20260812
TXN-000548,PAY-000548-876,SET-20260827-886394,2298.99,INR,2026-08-27T03:48:11,ACCRUED,LED-56655399,2026-08-27T16:48:11,RB-20260827
TXN-000549,PAY-000549-837,SET-20260820-298479,1769.69,INR,2026-08-20T02:06:44,POSTED,LED-25586219,2026-08-20T09:12:03,RB-20260820
TXN-000550,PAY-000550-502,SET-20260814-130676,1839.10,INR,2026-08-14T16:13:02,POSTED,LED-65189983,2026-08-14T20:56:43,RB-20260814
TXN-000552,PAY-000552-307,SET-20260810-101567,1441.44,INR,2026-08-10T21:00:40,POSTED,LED-65329973,2026-08-11T10:43:59,RB-20260811
TXN-000553,PAY-000553-801,SET-20260830-411729,1517.56,INR,2026-08-30T02:12:22,SUSPENSE,LED-79323263,2026-08-30T12:01:12,RB-20260830
TXN-000554,PAY-000554-505,SET-20260819-785646,1297.17,INR,2026-08-19T18:10:05,POSTED,LED-42537213,2026-08-20T02:49:53,RB-20260820
