transaction_id,payment_id,settlement_id,amount,currency,timestamp,bank_status,bank_account_id,utr,cleared_at
TXN-000379,PAY-000379-903,SET-20260819-972477,2118.95,INR,2026-08-20T02:36:07,SETTLED,BA-3005,UTR694890640916,2026-08-20T03:46:07
TXN-000379,PAY-000379-903,SET-20260819-972477,2118.95,INR,2026-08-20T03:05:07,SETTLED,BA-3005,UTR739234369232,2026-08-20T04:19:07
TXN-000380,PAY-000380-473,SET-20260829-239669,1070.04,INR,2026-08-29T14:04:18,SETTLED,BA-3007,UTR333126221483,2026-08-29T15:19:18
TXN-000382,PAY-000382-851,SET-20260821-416265,103.04,INR,2026-08-21T11:40:06,SETTLED,BA-3006,UTR606557675448,2026-08-21T12:09:06
TXN-000383,PAY-000383-536,SET-20260816-169571,930.57,INR,2026-08-16T08:51:16,SETTLED,BA-3009,UTR309811844947,2026-08-16T09:14:16
TXN-000384,PAY-000384-985,SET-20260813-240387,591.54,INR,2026-08-13T22:14:26,SETTLED,BA-3009,UTR121128036140,2026-08-13T23:13:26
TXN-000385,PAY-000385-927,SET-20260830-270030,754.43,INR,2026-08-31T04:02:59,SETTLED,BA-3003,UTR460759792248,2026-08-31T04:43:59
TXN-000386,PAY-000386-141,SET-20260810-362046,1094.53,INR,2026-08-10T16:49:37,SETTLED,BA-3008,UTR537574254051,2026-08-10T17:43:37
TXN-000387,PAY-000387-110,SET-20260808-950572,45.45,INR,2026-08-08T21:02:22,SETTLED,BA-3003,UTR343826614919,2026-08-08T21:22:22
TXN-000388,PAY-000388-440,SET-20260808-487664,1941.96,INR,2026-08-08T07:41:04,SETTLED,BA-3004,UTR995675275905,2026-08-08T08:57:04
TXN-000389,PAY-000389-875,SET-20260817-239881,1465.72,INR,2026-08-18T00:43:26,SETTLED,BA-3010,UTR538105429703,2026-08-18T01:44:26
TXN-000390,PAY-000390-411,SET-20260830-912161,73.60,INR,2026-08-30T09:08:21,SETTLED,BA-3008,UTR845537842519,2026-08-30T10:35:21
TXN-000391,PAY-000391-794,SET-20260812-290938,980.28,INR,2026-08-13T07:05:30,SETTLED,BA-3003,UTR854247818479,2026-08-13T07:40:30
TXN-000391,PAY-000391-794,SET-20260812-290938,980.28,INR,2026-08-13T07:20:30,SETTLED,BA-3003,UTR977749193084,2026-08-13T08:11:30
TXN-000392,PAY-000392-685,SET-20260809-190938,2271.81,INR,2026-08-09T16:23:00,SETTLED,BA-3006,UTR466801429840,2026-08-09T17:20:00
TXN-000393,PAY-000393-510,SET-20260822-187034,2278.03,INR,2026-08-25T23:57:42,PENDING,BA-3010,UTR773461261093,
TXN-000394,PAY-000394-135,SET-20260810-583519,561.61,INR,2026-08-10T16:44:10,SETTLED,BA-3007,UTR150555849965,2026-08-10T18:04:10
TXN-000395,PAY-000395-283,SET-20260805-219474,1119.40,INR,2026-08-05T16:04:27,SETTLED,BA-3003,UTR860062020761,2026-08-05T16:21:27
TXN-000396,PAY-000396-438,SET-20260805-447295,1753.99,INR,2026-08-05T22:56:20,SETTLED,BA-3006,UTR344900542603,2026-08-05T23:32:20
TXN-000397,PAY-000397-799,SET-20260821-501804,2145.23,INR,2026-08-23T03:37:53,PENDING,BA-3009,UTR300659095771,
TXN-000398,PAY-000398-899,SET-20260821-580392,2090.00,INR,2026-08-21T23:17:09,SETTLED,BA-3004,UTR507914156785,2026-08-21T23:26:09
TXN-000399,PAY-000399-120,SET-20260901-690414,44.76,INR,2026-09-01T13:08:07,SETTLED,BA-3009,UTR996347620728,2026-09-01T14:00:07
TXN-000400,PAY-000400-989,SET-20260831-950705,2382.56,INR,2026-09-01T03:59:29,SETTLED,BA-3001,UTR295315968494,2026-09-01T05:17:29
TXN-000401,PAY-000401-714,SET-20260823-635953,2081.58,INR,2026-08-24T02:17:33,SETTLED,BA-3004,UTR321434832039,2026-08-24T03:38:33
TXN-000402,PAY-000402-315,SET-20260802-739480,432.21,INR,2026-08-02T21:39:48,SETTLED,BA-3007,UTR126482771462,2026-08-02T21:59:48
TXN-000402,PAY-000402-315,SET-20260802-739480,432.21,INR,2026-08-02T22:17:48,SETTLED,BA-3007,UTR559729308809,2026-08-02T22:38:48
TXN-000403,PAY-000403-931,SET-20260831-186999,2350.03,INR,2026-09-01T01:33:28,SETTLED,BA-3004,UTR478957473590,2026-09-01T02:35:28
TXN-000404,PAY-000404-376,SET-20260810-775334,172.88,INR,2026-08-15T15:06:01,PENDING,BA-3001,UTR381102141294,
TXN-000405,PAY-000405-436,SET-20260820-742633,2070.40,INR,2026-08-20T11:30:10,SETTLED,BA-3004,UTR285297790366,2026-08-20T12:52:10
TXN-000407,PAY-000407-931,SET-20260829-528754,1511.11,INR,2026-08-31T21:22:51,PENDING,BA-3010,UTR684338401137,
TXN-000408,PAY-000408-641,SET-20260814-613368,57.99,INR,2026-08-15T04:08:56,SETTLED,BA-3002,UTR916650011226,2026-08-15T04:49:56
TXN-000409,PAY-000409-688,SET-20260813-236305,1178.08,INR,2026-08-13T21:22:17,SETTLED,BA-3003,UTR899934834136,2026-08-13T22:33:17
TXN-000410,PAY-000410-587,SET-20260805-274379,975.38,INR,2026-08-06T04:06:20,SETTLED,BA-3004,UTR180959584550,2026-08-06T05:08:20
TXN-000411,PAY-000411-276,SET-20260810-153621,2209.52,INR,2026-08-10T18:46:07,SETTLED,BA-3002,UTR435686947980,2026-08-10T20:16:07
TXN-000412,PAY-000412-781,SET-20260824-859276,1141.50,INR,2026-08-24T14:56:58,SETTLED,BA-3001,UTR348944863068,2026-08-24T15:35:58
TXN-000413,PAY-000413-687,SET-20260822-339380,1813.19,INR,2026-08-23T03:22:36,SETTLED,BA-3002,UTR150639353673,2026-08-23T04:00:36
TXN-000414,PAY-000414-833,SET-20260821-707344,2495.35,INR,2026-08-21T14:19:21,SETTLED,BA-3003,UTR230692925786,2026-08-21T15:31:21
TXN-000415,PAY-000415-102,SET-20260820-282665,759.17,INR,2026-08-20T10:59:08,SETTLED,BA-3003,UTR237380175476,2026-08-20T11:52:08
TXN-000416,PAY-000416-643,SET-20260824-376067,2319.34,INR,2026-08-24T11:50:27,PENDING,BA-3008,UTR414052782136,2026-08-24T12:49:27
TXN-000417,PAY-000417-829,SET-20260828-105066,1716.65,INR,2026-08-28T19:51:03,SETTLED,BA-3002,UTR524238108440,2026-08-28T19:59:03
TXN-000418,PAY-000418-541,SET-20260829-526580,29.42,INR,2026-08-29T13:31:39,SETTLED,BA-3004,UTR861316936712,2026-08-29T14:18:39
TXN-000419,PAY-000419-357,SET-20260816-693712,322.50,INR,2026-08-16T07:33:47,SETTLED,BA-3003,UTR941526154006,2026-08-16T07:43:47
TXN-000420,PAY-000420-599,SET-20260810-438129,641.59,INR,2026-08-10T19:15:05,SETTLED,BA-3008,UTR418219303696,2026-08-10T19:37:05
TXN-000421,PAY-000421-434,SET-20260822-945172,2407.98,INR,2026-08-22T17:59:56,SETTLED,BA-3007,UTR276656852037,2026-08-22T19:18:56
TXN-000422,PAY-000422-519,SET-20260808-550396,1178.99,INR,2026-08-10T09:20:41,PENDING,BA-3003,UTR217955235212,
TXN-000423,PAY-000423-467,SET-20260802-616426,1289.78,INR,2026-08-02T21:03:29,SETTLED,BA-3008,UTR812926904449,2026-08-02T22:25:29
TXN-000423,PAY-000423-467,SET-20260802-616426,1289.78,INR,2026-08-02T21:29:29,SETTLED,BA-3008,UTR687612498949,2026-08-02T22:31:29
TXN-000424,PAY-000424-544,SET-20260814-298159,1766.89,INR,2026-08-14T11:59:46,SETTLED,BA-3003,UTR313912281935,2026-08-14T12:18:46
TXN-000425,PAY-000425-945,SET-20260817-821874,1542.28,INR,2026-08-17T22:41:31,SETTLED,BA-3009,UTR641057301917,2026-08-17T23:46:31
TXN-000426,PAY-000426-628,SET-20260805-554905,267.98,INR,2026-08-05T05:52:22,SETTLED,BA-3009,UTR661062894193,2026-08-05T07:21:22
TXN-000427,PAY-000427-888,SET-20260814-472218,64.91,INR,2026-08-14T14:48:45,SETTLED,BA-3005,UTR317641565583,2026-08-14T14:58:45
TXN-000428,PAY-000428-801,SET-20260807-730092,1369.37,INR,2026-08-07T11:01:04,SETTLED,BA-3006,UTR723550926467,2026-08-07T12:26:04
TXN-000429,PAY-000429-117,SET-20260822-439197,1922.47,INR,2026-08-23T06:06:58,SETTLED,BA-3005,UTR953329857068,2026-08-23T07:08:58
TXN-000430,PAY-000430-840,SET-20260806-483485,2482.35,INR,2026-08-06T22:29:21,SETTLED,BA-3007,UTR539997554433,2026-08-06T22:56:21
TXN-000431,PAY-000431-395,SET-20260817-821771,303.12,INR,2026-08-17T07:30:56,SETTLED,BA-3007,UTR889297806091,2026-08-17T08:37:56
TXN-000433,PAY-000433-267,SET-20260828-794841,18.31,INR,2026-08-28T20:15:08,SETTLED,BA-3005,UTR535093579888,2026-08-28T20:36:08
TXN-000434,PAY-000434-764,SET-20260830-802124,1900.52,INR,2026-08-30T11:12:25,SETTLED,BA-3001,UTR340019933582,2026-08-30T11:47:25
TXN-000435,PAY-000435-931,SET-20260802-910187,1528.82,INR,2026-08-07T12:56:24,PENDING,BA-3009,UTR679203053667,
TXN-000436,PAY-000436-809,SET-20260809-635604,1058.70,INR,2026-08-09T13:18:51,SETTLED,BA-3009,UTR497885078709,2026-08-09T14:31:51
TXN-000437,PAY-000437-161,SET-20260901-875455,2417.33,INR,2026-09-01T05:51:45,SETTLED,BA-3002,UTR757236821692,2026-09-01T06:27:45
TXN-000438,PAY-000438-310,SET-20260821-735432,482.61,INR,2026-08-21T04:01:56,SETTLED,BA-3006,UTR226392855212,2026-08-21T05:01:56
TXN-000439,PAY-000439-179,SET-20260818-223922,493.75,INR,2026-08-18T11:48:18,SETTLED,BA-3010,UTR168322834906,2026-08-18T12:58:18
TXN-000440,PAY-000440-758,SET-20260831-802865,1757.64,INR,2026-09-01T00:37:29,SETTLED,BA-3005,UTR423339613590,2026-09-01T01:20:29
TXN-000441,PAY-000441-715,SET-20260818-273582,285.91,INR,2026-08-20T17:59:02,PENDING,BA-3004,UTR184985300202,
TXN-000443,PAY-000443-815,SET-20260812-184099,2279.84,INR,2026-08-13T01:31:48,SETTLED,BA-3009,UTR884384130238,2026-08-13T02:08:48
TXN-000444,PAY-000444-927,SET-20260816-997248,1241.87,INR,2026-08-16T11:30:29,SETTLED,BA-3007,UTR142401051760,2026-08-16T12:33:29
TXN-000444,PAY-000444-927,SET-20260816-997248,1241.87,INR,2026-08-16T11:59:29,SETTLED,BA-3007,UTR758821734393,2026-08-16T13:04:29
TXN-000445,PAY-000445-541,SET-20260809-519092,755.61,INR,2026-08-10T05:30:59,SETTLED,BA-3010,UTR843016697172,2026-08-10T05:51:59
TXN-000446,PAY-000446-928,SET-20260812-531138,1227.37,INR,2026-08-12T16:23:33,SETTLED,BA-3006,UTR572450089907,2026-08-12T17:23:33
TXN-000447,PAY-000447-764,SET-20260901-563301,1667.10,INR,2026-09-01T11:23:24,SETTLED,BA-3007,UTR809376138107,2026-09-01T12:00:24
TXN-000448,PAY-000448-325,SET-20260811-721050,1089.82,INR,2026-08-11T15:16:07,SETTLED,BA-3003,UTR299664694209,2026-08-11T15:31:07
TXN-000448,PAY-000448-325,SET-20260811-721050,1089.82,INR,2026-08-11T15:41:07,SETTLED,BA-3003,UTR404566721789,2026-08-11T16:06:07
TXN-000449,PAY-000449-515,SET-20260808-101019,773.00,INR,2026-08-08T21:40:36,SETTLED,BA-3005,UTR496404769525,2026-08-08T22:31:36
TXN-000450,PAY-000450-597,SET-20260809-480116,972.16,INR,2026-08-14T11:01:29,PENDING,BA-3005,UTR107384840962,
TXN-000451,PAY-000451-487,SET-20260819-835888,1980.52,INR,2026-08-20T01:50:37,SETTLED,BA-3003,UTR872780857381,2026-08-20T03:14:37
TXN-000452,PAY-000452-591,SET-20260820-756209,2082.24,INR,2026-08-21T09:01:52,SETTLED,BA-3007,UTR678308482001,2026-08-21T10:30:52
TXN-000455,PAY-000455-849,SET-20260818-334238,144.29,INR,2026-08-18T21:01:09,SETTLED,BA-3001,UTR417345967556,2026-08-18T21:17:09
TXN-000456,PAY-000456-156,SET-20260817-527431,1706.40,INR,2026-08-17T22:39:03,SETTLED,BA-3006,UTR749632703474,2026-08-17T22:54:03
TXN-000457,PAY-000457-718,SET-20260814-419421,2374.86,INR,2026-08-15T04:22:59,SETTLED,BA-3004,UTR523739281443,2026-08-15T05:39:59
TXN-000458,PAY-000458-399,SET-20260806-461087,72.61,INR,2026-08-09T16:10:20,PENDING,BA-3004,UTR771355633230,
TXN-000459,PAY-000459-810,SET-20260810-442780,691.19,INR,2026-08-10T15:38:20,SETTLED,BA-3002,UTR850325168993,2026-08-10T15:46:20
TXN-000460,PAY-000460-113,SET-20260822-488309,2370.78,INR,2026-08-22T21:33:37,SETTLED,BA-3005,UTR698899016036,2026-08-22T22:29:37
TXN-000461,PAY-000461-658,SET-20260820-961925,1107.08,INR,2026-08-21T01:53:10,SETTLED,BA-3003,UTR434449979730,2026-08-21T02:52:10
TXN-000462,PAY-000462-467,SET-20260831-956752,1574.07,INR,2026-08-31T17:35:25,SETTLED,BA-3006,UTR595808280699,2026-08-31T18:08:25
TXN-000464,PAY-000464-274,SET-20260805-442338,518.06,INR,2026-08-06T04:02:31,SETTLED,BA-3008,UTR931776101651,2026-08-06T04:22:31
TXN-000465,PAY-000465-539,SET-20260812-693512,1932.23,INR,2026-08-13T08:33:06,SETTLED,BA-3001,UTR133015637467,2026-08-13T09:46:06
TXN-000466,PAY-000466-548,SET-20260828-813007,495.24,INR,2026-08-28T12:54:02,SETTLED,BA-3006,UTR180314014920,2026-08-28T13:47:02
TXN-000467,PAY-000467-102,SET-20260808-325618,1045.10,INR,2026-08-09T03:14:30,SETTLED,BA-3003,UTR252861900538,2026-08-09T03:53:30
TXN-000468,PAY-000468-124,SET-20260806-645398,1939.77,INR,2026-08-06T23:30:09,SETTLED,BA-3005,UTR613133165225,2026-08-07T00:22:09
TXN-000469,PAY-000469-513,SET-20260812-487631,123.18,INR,2026-08-12T12:18:48,SETTLED,BA-3006,UTR193510916352,2026-08-12T13:29:48
TXN-000470,PAY-000470-207,SET-20260901-173758,2395.89,INR,2026-09-01T07:19:28,SETTLED,BA-3003,UTR739747934423,2026-09-01T07:52:28
TXN-000471,PAY-000471-583,SET-20260808-497298,973.35,INR,2026-08-08T12:47:05,SETTLED,BA-3008,UTR669477590556,2026-08-08T13:18:05
TXN-000472,PAY-000472-990,SET-20260813-623805,1505.18,INR,2026-08-14T05:16:23,SETTLED,BA-3004,UTR260574439023,2026-08-14T06:07:23
TXN-000473,PAY-000473-380,SET-20260814-323615,2403.84,INR,2026-08-14T11:53:41,SETTLED,BA-3010,UTR159699537683,2026-08-14T12:07:41
TXN-000474,PAY-000474-458,SET-20260825-544825,83.50,INR,2026-08-25T22:59:04,SETTLED,BA-3005,UTR823346608524,2026-08-25T23:56:04
TXN-000475,PAY-000475-993,SET-20260814-739364,953.91,INR,2026-08-14T10:16:16,SETTLED,BA-3008,UTR315151631182,2026-08-14T10:43:16
TXN-000476,PAY-000476-340,SET-20260802-138180,2151.89,INR,2026-08-02T07:47:39,SETTLED,BA-3009,UTR928288072988,2026-08-02T08:55:39
TXN-000477,PAY-000477-248,SET-20260811-717631,1969.45,INR,2026-08-16T21:58:22,PENDING,BA-3010,UTR155333777167,
TXN-000478,PAY-000478-547,SET-20260821-325004,83.44,INR,2026-08-21T22:11:37,SETTLED,BA-3008,UTR360861372425,2026-08-21T23:25:37
TXN-000479,PAY-000479-165,SET-20260815-347630,346.43,INR,2026-08-21T00:49:41,PENDING,BA-3010,UTR633924022093,
TXN-000480,PAY-000480-360,SET-20260817-938886,849.91,INR,2026-08-18T03:01:43,SETTLED,BA-3006,UTR230729733594,2026-08-18T03:15:43
TXN-000481,PAY-000481-616,SET-20260815-344428,1337.55,INR,2026-08-15T13:21:21,SETTLED,BA-3006,UTR405207479920,2026-08-15T14:51:21
TXN-000482,PAY-000482-420,SET-20260812-123352,989.98,INR,2026-08-12T14:56:39,SETTLED,BA-3006,UTR376785284379,2026-08-12T15:42:39
TXN-000482,PAY-000482-420,SET-20260812-123352,989.98,INR,2026-08-12T15:27:39,SETTLED,BA-3006,UTR849134381430,2026-08-12T15:48:39
TXN-000483,PAY-000483-572,SET-20260823-277423,1706.36,INR,2026-08-24T04:06:45,SETTLED,BA-3010,UTR837389191916,2026-08-24T04:56:45
TXN-000484,PAY-000484-879,SET-20260803-775950,208.84,INR,2026-08-03T05:50:35,SETTLED,BA-3008,UTR830968855992,2026-08-03T06:02:35
TXN-000486,PAY-000486-969,SET-20260817-527998,1584.83,INR,2026-08-18T02:23:00,SETTLED,BA-3010,UTR977439915451,2026-08-18T02:55:00
TXN-000487,PAY-000487-254,SET-20260831-150993,1537.68,INR,2026-09-01T07:00:49,SETTLED,BA-3003,UTR816426192982,2026-09-01T07:53:49
TXN-000488,PAY-000488-933,SET-20260830-408939,2315.25,INR,2026-08-30T06:27:18,SETTLED,BA-3007,UTR696557395700,2026-08-30T07:05:18
TXN-000489,PAY-000489-210,SET-20260811-169287,1544.35,INR,2026-08-11T05:17:42,SETTLED,BA-3006,UTR688595346753,2026-08-11T05:22:42
TXN-000490,PAY-000490-679,SET-20260816-540023,2319.86,INR,2026-08-17T02:45:52,SETTLED,BA-3005,UTR887151249696,2026-08-17T03:46:52
TXN-000491,PAY-000491-223,SET-20260819-794235,2373.32,INR,2026-08-19T19:41:09,SETTLED,BA-3003,UTR114016127255,2026-08-19T20:41:09
TXN-000492,PAY-000492-294,SET-20260819-434404,1086.23,INR,2026-08-19T06:03:51,SETTLED,BA-3009,UTR152747554774,2026-08-19T06:32:51
TXN-000493,PAY-000493-210,SET-20260816-891785,1168.51,INR,2026-08-16T08:00:28,SETTLED,BA-3009,UTR543196926178,2026-08-16T08:34:28
TXN-000494,PAY-000494-436,SET-20260810-825567,1970.16,INR,2026-08-10T17:46:25,SETTLED,BA-3004,UTR957505589428,2026-08-10T17:54:25
TXN-000495,PAY-000495-741,SET-20260814-177217,453.62,INR,2026-08-17T03:44:26,PENDING,BA-3001,UTR462314707091,
TXN-000496,PAY-000496-787,SET-20260806-630685,2229.34,INR,2026-08-06T08:08:17,SETTLED,BA-3003,UTR408444176606,2026-08-06T09:28:17
TXN-000497,PAY-000497-623,SET-20260804-528593,273.37,INR,2026-08-05T02:02:43,SETTLED,BA-3007,UTR980616859542,2026-08-05T02:15:43
TXN-000498,PAY-000498-722,SET-20260815-714492,1231.12,INR,2026-08-15T22:51:18,SETTLED,BA-3006,UTR590086978509,2026-08-15T22:56:18
TXN-000499,PAY-000499-681,SET-20260817-515538,409.48,INR,2026-08-17T09:41:57,SETTLED,BA-3010,UTR259683397743,2026-08-17T10:40:57
TXN-000500,PAY-000500-359,SET-20260817-170000,1454.85,INR,2026-08-18T02:17:06,SETTLED,BA-3002,UTR371100339102,2026-08-18T02:22:06
TXN-000501,PAY-000501-112,SET-20260819-765906,1003.95,INR,2026-08-19T22:17:09,SETTLED,BA-3001,UTR986108184549,2026-08-19T23:02:09
TXN-000502,PAY-000502-796,SET-20260823-650570,209.72,INR,2026-08-23T15:53:15,SETTLED,BA-3004,UTR426237838824,2026-08-23T16:05:15
TXN-000503,PAY-000503-774,SET-20260830-812799,777.50,INR,2026-08-30T16:24:03,SETTLED,BA-3002,UTR821349909844,2026-08-30T17:33:03
TXN-000504,PAY-000504-533,SET-20260822-383767,2497.63,INR,2026-08-22T21:27:20,SETTLED,BA-3006,UTR143322154384,2026-08-22T21:52:20
TXN-000505,PAY-000505-526,SET-20260801-931320,1602.61,INR,2026-08-02T06:59:43,SETTLED,BA-3005,UTR407031891730,2026-08-02T07:30:43
TXN-000506,PAY-000506-807,SET-20260808-613005,182.96,INR,2026-08-09T09:54:56,SETTLED,BA-3001,UTR220479965407,2026-08-09T10:10:56
TXN-000507,PAY-000507-102,SET-20260828-674656,2022.25,INR,2026-08-29T09:11:32,SETTLED,BA-3009,UTR939631952044,2026-08-29T10:05:32
TXN-000507,PAY-000507-102,SET-20260828-674656,2022.25,INR,2026-08-29T09:27:32,SETTLED,BA-3009,UTR103047182601,2026-08-29T10:22:32
TXN-000508,PAY-000508-644,SET-20260819-697212,2469.68,INR,2026-08-19T22:31:07,SETTLED,BA-3003,UTR531939131911,2026-08-19T23:33:07
TXN-000509,PAY-000509-121,SET-20260806-212159,764.61,INR,2026-08-06T16:06:00,SETTLED,BA-3009,UTR711464183789,2026-08-06T16:45:00
TXN-000510,PAY-000510-505,SET-20260815-521636,400.72,INR,2026-08-16T01:36:40,SETTLED,BA-3007,UTR515949629981,2026-08-16T02:13:40
TXN-000511,PAY-000511-626,SET-20260803-877700,1785.37,INR,2026-08-07T01:28:48,PENDING,BA-3003,UTR254640828870,
TXN-000512,PAY-000512-347,SET-20260809-283720,1918.21,INR,2026-08-10T01:02:55,SETTLED,BA-3010,UTR383248779296,2026-08-10T01:12:55
TXN-000513,PAY-000513-836,SET-20260823-290244,282.30,INR,2026-08-23T10:43:52,SETTLED,BA-3005,UTR447174589412,2026-08-23T11:01:52
TXN-000514,PAY-000514-241,SET-20260823-159361,2465.30,INR,2026-08-23T10:36:14,SETTLED,BA-3005,UTR145249243466,2026-08-23T11:42:14
TXN-000515,PAY-000515-730,SET-20260816-370248,1816.56,INR,2026-08-16T14:12:21,SETTLED,BA-3005,UTR484506032657,2026-08-16T14:38:21
TXN-000516,PAY-000516-235,SET-20260822-881548,428.67,INR,2026-08-22T15:49:52,SETTLED,BA-3009,UTR192459108344,2026-08-22T17:11:52
TXN-000517,PAY-000517-737,SET-20260813-524886,2434.40,INR,2026-08-14T02:47:58,SETTLED,BA-3005,UTR228101610273,2026-08-14T03:32:58
TXN-000518,PAY-000518-639,SET-20260818-852618,2147.98,INR,2026-08-18T18:03:46,SETTLED,BA-3007,UTR120264308370,2026-08-18T19:27:46
TXN-000519,PAY-000519-544,SET-20260814-166525,1024.26,INR,2026-08-14T17:21:40,SETTLED,BA-3006,UTR454751944379,2026-08-14T18:15:40
TXN-000520,PAY-000520-104,SET-20260831-446691,2094.10,INR,2026-08-31T13:06:27,SETTLED,BA-3008,UTR670693061735,2026-08-31T13:52:27
TXN-000521,PAY-000521-491,SET-20260818-909950,725.30,INR,2026-08-18T18:27:14,SETTLED,BA-3007,UTR619612732106,2026-08-18T18:46:14
TXN-000522,PAY-000522-846,SET-20260815-626022,2151.27,INR,2026-08-15T23:17:42,SETTLED,BA-3001,UTR619533049634,2026-08-16T00:20:42
TXN-000523,PAY-000523-370,SET-20260802-118575,1518.20,INR,2026-08-02T09:39:14,SETTLED,BA-3008,UTR797470358162,2026-08-02T10:35:14
TXN-000524,PAY-000524-641,SET-20260814-165814,1042.95,INR,2026-08-15T03:42:04,SETTLED,BA-3006,UTR633797587273,2026-08-15T04:55:04
TXN-000525,PAY-000525-372,SET-20260830-198310,2377.31,INR,2026-08-30T17:40:28,SETTLED,BA-3005,UTR959223058796,2026-08-30T18:51:28
TXN-000526,PAY-000526-605,SET-20260827-366395,319.43,INR,2026-08-27T19:12:23,SETTLED,BA-3007,UTR811599320098,2026-08-27T20:03:23
TXN-000527,PAY-000527-212,SET-20260802-957645,918.34,INR,2026-08-02T20:03:59,SETTLED,BA-3005,UTR356968193403,2026-08-02T20:55:59
TXN-000528,PAY-000528-997,SET-20260809-284187,1329.35,INR,2026-08-09T19:36:53,SETTLED,BA-3006,UTR246732055540,2026-08-09T21:02:53
TXN-000529,PAY-000529-431,SET-20260814-230904,2313.73,INR,2026-08-15T10:12:12,SETTLED,BA-3006,UTR586355864979,2026-08-15T10:55:12
TXN-000530,PAY-000530-704,SET-20260811-788603,500.08,INR,2026-08-11T16:08:31,SETTLED,BA-3009,UTR336926384605,2026-08-11T16:51:31
TXN-000531,PAY-000531-538,SET-20260811-158778,2074.80,INR,2026-08-11T19:39:21,SETTLED,BA-3009,UTR235718488048,2026-08-11T19:51:21
TXN-000532,PAY-000532-263,SET-20260806-597542,2087.62,INR,2026-08-06T10:32:01,SETTLED,BA-3002,UTR361138579436,2026-08-06T11:35:01
TXN-000533,PAY-000533-344,SET-20260831-674537,1166.77,INR,2026-09-05T21:30:18,PENDING,BA-3001,UTR667263332332,
TXN-000534,PAY-000534-308,SET-20260807-509938,1039.77,INR,2026-08-07T10:38:41,SETTLED,BA-3001,UTR463242569456,2026-08-07T10:59:41
TXN-000535,PAY-000535-866,SET-20260830-771398,873.28,INR,2026-08-30T16:59:19,SETTLED,BA-3004,UTR917943469538,2026-08-30T18:25:19
TXN-000536,PAY-000536-100,SET-20260807-576930,754.36,INR,2026-08-08T06:57:50,SETTLED,BA-3004,UTR806734154305,2026-08-08T08:03:50
TXN-000537,PAY-000537-635,SET-20260814-105857,2226.79,INR,2026-08-19T19:47:51,PENDING,BA-3008,UTR693521191142,
TXN-000538,PAY-000538-148,SET-20260801-611347,2056.04,INR,2026-08-02T08:52:23,SETTLED,BA-3003,UTR624315473272,2026-08-02T09:16:23
TXN-000539,PAY-000539-598,SET-20260809-423414,1180.14,INR,2026-08-10T05:32:13,SETTLED,BA-3002,UTR682040662327,2026-08-10T06:41:13
TXN-000540,PAY-000540-362,SET-20260803-880493,347.66,INR,2026-08-03T20:18:38,SETTLED,BA-3002,UTR865899159757,2026-08-03T20:42:38
TXN-000541,PAY-000541-572,SET-20260825-952741,2102.37,INR,2026-08-25T14:50:52,SETTLED,BA-3007,UTR703343113460,2026-08-25T15:47:52
TXN-000542,PAY-000542-479,SET-20260901-958275,56.66,INR,2026-09-01T03:43:23,SETTLED,BA-3010,UTR134111160316,2026-09-01T04:53:23
TXN-000543,PAY-000543-868,SET-20260811-632437,782.16,INR,2026-08-11T23:21:22,SETTLED,BA-3004,UTR249352904842,2026-08-12T00:35:22
TXN-000544,PAY-000544-757,SET-20260811-561981,208.06,INR,2026-08-11T21:21:24,SETTLED,BA-3008,UTR294044772744,2026-08-11T22:17:24
TXN-000545,PAY-000545-429,SET-20260811-580418,331.62,INR,2026-08-13T09:49:10,PENDING,BA-3008,UTR122110008049,
TXN-000546,PAY-000546-729,SET-20260812-605657,1449.84,INR,2026-08-12T17:24:56,SETTLED,BA-3001,UTR173654053289,2026-08-12T17:58:56
TXN-000547,PAY-000547-126,SET-20260812-103981,445.89,INR,2026-08-12T17:23:32,SETTLED,BA-3009,UTR285389581049,2026-08-12T18:09:32
TXN-000548,PAY-000548-876,SET-20260827-886394,2298.99,INR,2026-08-31T07:35:11,PENDING,BA-3001,UTR167612517357,
TXN-000549,PAY-000549-837,SET-20260820-298479,1769.69,INR,2026-08-20T11:37:03,SETTLED,BA-3001,UTR924146028674,2026-08-20T12:43:03
TXN-000550,PAY-000550-502,SET-20260814-130676,1839.10,INR,2026-08-14T20:36:43,SETTLED,BA-3007,UTR854239208995,2026-08-14T21:04:43
TXN-000552,PAY-000552-307,SET-20260810-101567,1441.44,INR,2026-08-11T06:17:59,SETTLED,BA-3006,UTR972083356517,2026-08-11T07:11:59
TXN-000553,PAY-000553-801,SET-20260830-296391,1517.56,INR,2026-08-30T09:05:12,SETTLED,BA-3005,UTR307193826857,2026-08-30T09:32:12
TXN-000554,PAY-000554-505,SET-20260819-785646,1297.17,INR,2026-08-20T02:18:53,SETTLED,BA-3005,UTR762692729350,2026-08-20T03:41:53
TXN-000555,PAY-000555-882,SET-20260828-758028,475.50,INR,2026-08-31T11:57:25,PENDING,BA-3004,UTR228244254494,
TXN-000556,PAY-000556-990,SET-20260814-706344,1291.66,INR,2026-08-14T05:32:35,SETTLED,BA-3003,UTR176496139220,2026-08-14T06:17:35
TXN-000557,PAY-000557-138,SET-20260809-153998,122.92,INR,2026-08-09T05:46:16,SETTLED,BA-3006,UTR495925645899,2026-08-09T06:30:16
